"id","group","sentence_id","lexicalization","Variable_1","Variable_2","type","filler_type","time","response","zscores","null"
"F2334","A",220,25,"value_1_2","value_2_1","stimul",NA,3252,6,1.05923409601226,"F"
"F2334","F",281,28,NA,NA,"filler","bad",1838,1,-1.55047309706142,"F"
"F2334","F",282,28,NA,NA,"filler","bad",2249,1,-1.55047309706142,"F"
"F2334","A",90,10,"value_1_3","value_2_3","stimul",NA,3077,2,-1.02853165844668,"F"
"F2334","F",283,28,NA,NA,"filler","bad",1777,1,-1.55047309706142,"F"
"F2334","A",18,2,"value_1_3","value_2_3","stimul",NA,4065,3,-0.506590219831949,"F"
"F2334","F",284,28,NA,NA,"filler","bad",2772,5,0.537292657397521,"F"
"F6657","F",244,28,NA,NA,"filler","good",6965,3,-0.6827391006288,"F"
"F6657","F",245,28,NA,NA,"filler","good",4965,7,0.804855037326634,"F"
"F6657","E",13,2,"value_1_2","value_2_1","stimul",NA,6257,7,0.804855037326634,"F"
"F6657","F",246,28,NA,NA,"filler","good",7250,7,0.804855037326634,"F"
"F6657","F",247,28,NA,NA,"filler","good",3490,7,0.804855037326634,"F"
"F6657","E",93,11,"value_1_1","value_2_3","stimul",NA,7033,6,0.432956502837775,"F"
"F6657","F",248,28,NA,NA,"filler","good",9043,7,0.804855037326634,"F"
"F6657","E",190,22,"value_1_1","value_2_1","stimul",NA,5069,6,0.432956502837775,"F"
"F6657","F",249,28,NA,NA,"filler","good",6526,7,0.804855037326634,"F"
"F6657","F",250,28,NA,NA,"filler","good",6011,6,0.432956502837775,"F"
"F6657","E",62,7,"value_1_3","value_2_2","stimul",NA,6934,3,-0.6827391006288,"F"
"F6657","F",251,28,NA,NA,"filler","good",4147,7,0.804855037326634,"F"
"F6657","E",5,1,"value_1_2","value_2_2","stimul",NA,3812,7,0.804855037326634,"F"
"F6657","F",252,28,NA,NA,"filler","good",4533,7,0.804855037326634,"F"
"F6657","F",253,28,NA,NA,"filler","good",5346,7,0.804855037326634,"F"
"F6657","E",29,4,"value_1_1","value_2_2","stimul",NA,6193,6,0.432956502837775,"F"
"F6657","F",254,28,NA,NA,"filler","good",5180,7,0.804855037326634,"F"
"F6657","E",77,9,"value_1_2","value_2_2","stimul",NA,3227,7,0.804855037326634,"F"
"F6657","F",255,28,NA,NA,"filler","good",6020,7,0.804855037326634,"F"
"F6657","F",256,28,NA,NA,"filler","good",4337,7,0.804855037326634,"F"
"F6657","E",109,13,"value_1_1","value_2_1","stimul",NA,8535,5,0.0610579683489171,"F"
"F6657","F",257,28,NA,NA,"filler","good",8109,6,0.432956502837775,"F"
"F6657","E",182,21,"value_1_1","value_2_2","stimul",NA,10010,NA,NA,"T"
"F6657","F",258,28,NA,NA,"filler","good",4644,7,0.804855037326634,"F"
"F6657","F",259,28,NA,NA,"filler","good",5536,7,0.804855037326634,"F"
"F6657","E",37,5,"value_1_1","value_2_1","stimul",NA,4734,7,0.804855037326634,"F"
"F6657","F",260,28,NA,NA,"filler","good",4172,7,0.804855037326634,"F"
"F6657","E",174,20,"value_1_1","value_2_3","stimul",NA,4943,7,0.804855037326634,"F"
"F6657","F",261,28,NA,NA,"filler","good",6340,6,0.432956502837775,"F"
"F6657","F",262,28,NA,NA,"filler","good",3535,7,0.804855037326634,"F"
"F6657","E",240,27,"value_1_2","value_2_3","stimul",NA,5070,7,0.804855037326634,"F"
"F6657","F",263,28,NA,NA,"filler","good",6836,7,0.804855037326634,"F"
"F6657","E",54,6,"value_1_3","value_2_3","stimul",NA,5971,7,0.804855037326634,"F"
"F6657","F",264,28,NA,NA,"filler","bad",4296,1,-1.42653616960652,"F"
"F6657","F",265,28,NA,NA,"filler","bad",3364,1,-1.42653616960652,"F"
"F6657","E",142,16,"value_1_3","value_2_1","stimul",NA,3410,7,0.804855037326634,"F"
"F6657","F",266,28,NA,NA,"filler","bad",4516,1,-1.42653616960652,"F"
"F6657","E",134,15,"value_1_3","value_2_2","stimul",NA,3122,7,0.804855037326634,"F"
"F6657","F",267,28,NA,NA,"filler","bad",6878,1,-1.42653616960652,"F"
"F6657","F",268,28,NA,NA,"filler","bad",3384,1,-1.42653616960652,"F"
"F6657","E",150,17,"value_1_2","value_2_3","stimul",NA,3035,7,0.804855037326634,"F"
"F6657","F",269,28,NA,NA,"filler","bad",3219,1,-1.42653616960652,"F"
"F6657","E",101,12,"value_1_1","value_2_2","stimul",NA,4669,7,0.804855037326634,"F"
"F6657","F",270,28,NA,NA,"filler","bad",3600,1,-1.42653616960652,"F"
"F6657","F",271,28,NA,NA,"filler","bad",4108,1,-1.42653616960652,"F"
"F6657","E",224,25,"value_1_3","value_2_2","stimul",NA,5256,7,0.804855037326634,"F"
"F6657","F",272,28,NA,NA,"filler","bad",4599,7,0.804855037326634,"F"
"F6657","E",166,19,"value_1_2","value_2_1","stimul",NA,4384,7,0.804855037326634,"F"
"F6657","F",273,28,NA,NA,"filler","bad",3207,1,-1.42653616960652,"F"
"F6657","F",274,28,NA,NA,"filler","bad",5002,1,-1.42653616960652,"F"
"F6657","E",69,8,"value_1_2","value_2_3","stimul",NA,3198,7,0.804855037326634,"F"
"F6657","F",275,28,NA,NA,"filler","bad",2988,1,-1.42653616960652,"F"
"F6657","E",85,10,"value_1_2","value_2_1","stimul",NA,3811,7,0.804855037326634,"F"
"F6657","F",276,28,NA,NA,"filler","bad",3026,1,-1.42653616960652,"F"
"F6657","F",277,28,NA,NA,"filler","bad",5635,1,-1.42653616960652,"F"
"F6657","E",126,14,"value_1_3","value_2_3","stimul",NA,4262,7,0.804855037326634,"F"
"F6657","F",278,28,NA,NA,"filler","bad",2713,1,-1.42653616960652,"F"
"F6657","E",207,23,"value_1_3","value_2_3","stimul",NA,4784,5,0.0610579683489171,"F"
"F6657","F",279,28,NA,NA,"filler","bad",3978,1,-1.42653616960652,"F"
"F6657","F",280,28,NA,NA,"filler","bad",3122,1,-1.42653616960652,"F"
"F6657","E",158,18,"value_1_2","value_2_2","stimul",NA,3056,7,0.804855037326634,"F"
"F6657","F",281,28,NA,NA,"filler","bad",3219,1,-1.42653616960652,"F"
"F6657","E",21,3,"value_1_1","value_2_3","stimul",NA,4613,7,0.804855037326634,"F"
"F6657","F",282,28,NA,NA,"filler","bad",2233,1,-1.42653616960652,"F"
"F6657","F",283,28,NA,NA,"filler","bad",2951,1,-1.42653616960652,"F"
"F6657","E",232,26,"value_1_3","value_2_1","stimul",NA,6040,4,-0.310840566139941,"F"
"F6657","F",284,28,NA,NA,"filler","bad",4024,1,-1.42653616960652,"F"
"F6657","E",215,24,"value_1_3","value_2_2","stimul",NA,5826,3,-0.6827391006288,"F"
"F6774","F",244,28,NA,NA,"filler","good",8850,1,-1.34663238554448,"F"
"F6774","F",245,28,NA,NA,"filler","good",2856,1,-1.34663238554448,"F"
"F6774","C",124,14,"value_1_3","value_2_1","stimul",NA,6568,7,0.7846519411834,"F"
"F6774","F",246,28,NA,NA,"filler","good",2603,7,0.7846519411834,"F"
"F6774","F",247,28,NA,NA,"filler","good",3973,7,0.7846519411834,"F"
"F6774","C",238,27,"value_1_2","value_2_1","stimul",NA,8320,5,0.0742238322741055,"F"
"F6774","F",248,28,NA,NA,"filler","good",5738,7,0.7846519411834,"F"
"F6774","C",75,9,"value_1_1","value_2_3","stimul",NA,4881,7,0.7846519411834,"F"
"F6774","F",249,28,NA,NA,"filler","good",4899,7,0.7846519411834,"F"
"F6774","F",250,28,NA,NA,"filler","good",5656,7,0.7846519411834,"F"
"F6774","C",148,17,"value_1_2","value_2_1","stimul",NA,3130,7,0.7846519411834,"F"
"F6774","F",251,28,NA,NA,"filler","good",5669,7,0.7846519411834,"F"
"F6774","C",3,1,"value_1_1","value_2_3","stimul",NA,4703,1,-1.34663238554448,"F"
"F6774","F",252,28,NA,NA,"filler","good",4329,7,0.7846519411834,"F"
"F6774","F",253,28,NA,NA,"filler","good",7627,5,0.0742238322741055,"F"
"F6774","C",19,3,"value_1_1","value_2_1","stimul",NA,10002,NA,NA,"T"
"F6774","F",254,28,NA,NA,"filler","good",3469,7,0.7846519411834,"F"
"F6774","C",91,11,"value_1_1","value_2_1","stimul",NA,3115,7,0.7846519411834,"F"
"F6774","F",255,28,NA,NA,"filler","good",4885,7,0.7846519411834,"F"
"F6774","F",256,28,NA,NA,"filler","good",3566,7,0.7846519411834,"F"
"F6774","C",52,6,"value_1_3","value_2_1","stimul",NA,7048,7,0.7846519411834,"F"
"F6774","F",257,28,NA,NA,"filler","good",7282,4,-0.280990222180542,"F"
"F6774","C",172,20,"value_1_1","value_2_1","stimul",NA,7425,7,0.7846519411834,"F"
"F6774","F",258,28,NA,NA,"filler","good",6098,6,0.429437886728753,"F"
"F6774","F",259,28,NA,NA,"filler","good",3834,7,0.7846519411834,"F"
"F6774","C",83,10,"value_1_1","value_2_2","stimul",NA,2673,1,-1.34663238554448,"F"
"F6774","F",260,28,NA,NA,"filler","good",2741,7,0.7846519411834,"F"
"F6774","C",222,25,"value_1_2","value_2_3","stimul",NA,5872,7,0.7846519411834,"F"
"F6774","F",261,28,NA,NA,"filler","good",3500,7,0.7846519411834,"F"
"F6774","F",262,28,NA,NA,"filler","good",3826,1,-1.34663238554448,"F"
"F6774","C",60,7,"value_1_2","value_2_3","stimul",NA,4876,7,0.7846519411834,"F"
"F6774","F",263,28,NA,NA,"filler","good",4028,7,0.7846519411834,"F"
"F6774","C",164,19,"value_1_1","value_2_2","stimul",NA,5739,7,0.7846519411834,"F"
"F6774","F",264,28,NA,NA,"filler","bad",2962,1,-1.34663238554448,"F"
"F6774","F",265,28,NA,NA,"filler","bad",2793,1,-1.34663238554448,"F"
"F6774","C",156,18,"value_1_1","value_2_3","stimul",NA,4436,7,0.7846519411834,"F"
"F6774","F",266,28,NA,NA,"filler","bad",2867,1,-1.34663238554448,"F"
"F6774","C",108,12,"value_1_3","value_2_3","stimul",NA,6201,1,-1.34663238554448,"F"
"F6774","F",267,28,NA,NA,"filler","bad",4604,1,-1.34663238554448,"F"
"F6774","F",268,28,NA,NA,"filler","bad",2539,1,-1.34663238554448,"F"
"F6774","C",140,16,"value_1_2","value_2_2","stimul",NA,6790,7,0.7846519411834,"F"
"F6774","F",269,28,NA,NA,"filler","bad",3491,1,-1.34663238554448,"F"
"F6774","C",11,2,"value_1_1","value_2_2","stimul",NA,4354,7,0.7846519411834,"F"
"F6774","F",270,28,NA,NA,"filler","bad",3130,1,-1.34663238554448,"F"
"F6774","F",271,28,NA,NA,"filler","bad",2330,1,-1.34663238554448,"F"
"F6774","C",44,5,"value_1_3","value_2_2","stimul",NA,2084,1,-1.34663238554448,"F"
"F6774","F",272,28,NA,NA,"filler","bad",3813,7,0.7846519411834,"F"
"F6774","C",36,4,"value_1_3","value_2_3","stimul",NA,3763,7,0.7846519411834,"F"
"F6774","F",273,28,NA,NA,"filler","bad",2672,1,-1.34663238554448,"F"
"F6774","F",274,28,NA,NA,"filler","bad",2507,7,0.7846519411834,"F"
"F6774","C",132,15,"value_1_2","value_2_3","stimul",NA,4596,7,0.7846519411834,"F"
"F6774","F",275,28,NA,NA,"filler","bad",2524,1,-1.34663238554448,"F"
"F6774","C",230,26,"value_1_2","value_2_2","stimul",NA,4075,7,0.7846519411834,"F"
"F6774","F",276,28,NA,NA,"filler","bad",3066,1,-1.34663238554448,"F"
"F6774","F",277,28,NA,NA,"filler","bad",2772,1,-1.34663238554448,"F"
"F6774","C",213,24,"value_1_2","value_2_3","stimul",NA,3260,7,0.7846519411834,"F"
"F6774","F",278,28,NA,NA,"filler","bad",2148,1,-1.34663238554448,"F"
"F6774","C",205,23,"value_1_3","value_2_1","stimul",NA,3291,7,0.7846519411834,"F"
"F6774","F",279,28,NA,NA,"filler","bad",2198,1,-1.34663238554448,"F"
"F6774","F",280,28,NA,NA,"filler","bad",2117,1,-1.34663238554448,"F"
"F6774","C",197,22,"value_1_3","value_2_2","stimul",NA,4548,7,0.7846519411834,"F"
"F6774","F",281,28,NA,NA,"filler","bad",3606,7,0.7846519411834,"F"
"F6774","C",67,8,"value_1_2","value_2_1","stimul",NA,3202,7,0.7846519411834,"F"
"F6774","F",282,28,NA,NA,"filler","bad",4928,1,-1.34663238554448,"F"
"F6774","F",283,28,NA,NA,"filler","bad",3292,7,0.7846519411834,"F"
"F6774","C",116,13,"value_1_3","value_2_2","stimul",NA,5061,5,0.0742238322741055,"F"
"F6774","F",284,28,NA,NA,"filler","bad",4572,7,0.7846519411834,"F"
"F6774","C",189,21,"value_1_3","value_2_3","stimul",NA,6017,7,0.7846519411834,"F"
"G1779","F",244,28,NA,NA,"filler","good",9777,6,0.389871427943653,"F"
"G1779","F",245,28,NA,NA,"filler","good",9943,1,-1.39926457700325,"F"
"G1779","D",125,14,"value_1_3","value_2_2","stimul",NA,6629,7,0.747698628933034,"F"
"G1779","F",246,28,NA,NA,"filler","good",6660,7,0.747698628933034,"F"
"G1779","F",247,28,NA,NA,"filler","good",6026,7,0.747698628933034,"F"
"G1779","D",239,27,"value_1_2","value_2_2","stimul",NA,8273,7,0.747698628933034,"F"
"G1779","F",248,28,NA,NA,"filler","good",10001,NA,NA,"T"
"G1779","D",149,17,"value_1_2","value_2_2","stimul",NA,4569,1,-1.39926457700325,"F"
"G1779","F",249,28,NA,NA,"filler","good",4635,7,0.747698628933034,"F"
"G1779","F",250,28,NA,NA,"filler","good",5593,7,0.747698628933034,"F"
"G1779","D",141,16,"value_1_2","value_2_3","stimul",NA,5341,7,0.747698628933034,"F"
"G1779","F",251,28,NA,NA,"filler","good",5190,7,0.747698628933034,"F"
"G1779","D",4,1,"value_1_2","value_2_1","stimul",NA,5058,7,0.747698628933034,"F"
"G1779","F",252,28,NA,NA,"filler","good",5800,7,0.747698628933034,"F"
"G1779","F",253,28,NA,NA,"filler","good",6394,7,0.747698628933034,"F"
"G1779","D",76,9,"value_1_2","value_2_1","stimul",NA,9490,4,-0.325782974035108,"F"
"G1779","F",254,28,NA,NA,"filler","good",9625,6,0.389871427943653,"F"
"G1779","D",12,2,"value_1_1","value_2_3","stimul",NA,7602,7,0.747698628933034,"F"
"G1779","F",255,28,NA,NA,"filler","good",4889,7,0.747698628933034,"F"
"G1779","F",256,28,NA,NA,"filler","good",3510,7,0.747698628933034,"F"
"G1779","D",231,26,"value_1_2","value_2_3","stimul",NA,4586,7,0.747698628933034,"F"
"G1779","F",257,28,NA,NA,"filler","good",4219,1,-1.39926457700325,"F"
"G1779","D",28,4,"value_1_1","value_2_1","stimul",NA,5976,7,0.747698628933034,"F"
"G1779","F",258,28,NA,NA,"filler","good",6276,5,0.0320442269542728,"F"
"G1779","F",259,28,NA,NA,"filler","good",5419,7,0.747698628933034,"F"
"G1779","D",53,6,"value_1_3","value_2_2","stimul",NA,4506,1,-1.39926457700325,"F"
"G1779","F",260,28,NA,NA,"filler","good",5723,7,0.747698628933034,"F"
"G1779","D",214,24,"value_1_3","value_2_1","stimul",NA,7346,7,0.747698628933034,"F"
"G1779","F",261,28,NA,NA,"filler","good",5154,7,0.747698628933034,"F"
"G1779","F",262,28,NA,NA,"filler","good",7658,7,0.747698628933034,"F"
"G1779","D",157,18,"value_1_2","value_2_1","stimul",NA,7722,7,0.747698628933034,"F"
"G1779","F",263,28,NA,NA,"filler","good",4755,7,0.747698628933034,"F"
"G1779","D",100,12,"value_1_1","value_2_1","stimul",NA,5275,7,0.747698628933034,"F"
"G1779","F",264,28,NA,NA,"filler","bad",3460,1,-1.39926457700325,"F"
"G1779","F",265,28,NA,NA,"filler","bad",5550,1,-1.39926457700325,"F"
"G1779","D",206,23,"value_1_3","value_2_2","stimul",NA,8787,1,-1.39926457700325,"F"
"G1779","F",266,28,NA,NA,"filler","bad",7293,1,-1.39926457700325,"F"
"G1779","D",84,10,"value_1_1","value_2_3","stimul",NA,5081,1,-1.39926457700325,"F"
"G1779","F",267,28,NA,NA,"filler","bad",4904,1,-1.39926457700325,"F"
"G1779","F",268,28,NA,NA,"filler","bad",2911,1,-1.39926457700325,"F"
"G1779","D",181,21,"value_1_1","value_2_1","stimul",NA,3645,7,0.747698628933034,"F"
"G1779","F",269,28,NA,NA,"filler","bad",2627,1,-1.39926457700325,"F"
"G1779","D",20,3,"value_1_1","value_2_2","stimul",NA,7948,7,0.747698628933034,"F"
"G1779","F",270,28,NA,NA,"filler","bad",3920,1,-1.39926457700325,"F"
"G1779","F",271,28,NA,NA,"filler","bad",4241,1,-1.39926457700325,"F"
"G1779","D",165,19,"value_1_1","value_2_3","stimul",NA,5483,7,0.747698628933034,"F"
"G1779","F",272,28,NA,NA,"filler","bad",4713,7,0.747698628933034,"F"
"G1779","D",198,22,"value_1_3","value_2_3","stimul",NA,7658,6,0.389871427943653,"F"
"G1779","F",273,28,NA,NA,"filler","bad",4093,1,-1.39926457700325,"F"
"G1779","F",274,28,NA,NA,"filler","bad",4009,7,0.747698628933034,"F"
"G1779","D",61,7,"value_1_3","value_2_1","stimul",NA,7521,7,0.747698628933034,"F"
"G1779","F",275,28,NA,NA,"filler","bad",2560,1,-1.39926457700325,"F"
"G1779","D",68,8,"value_1_2","value_2_2","stimul",NA,4962,7,0.747698628933034,"F"
"G1779","F",276,28,NA,NA,"filler","bad",6134,1,-1.39926457700325,"F"
"G1779","F",277,28,NA,NA,"filler","bad",2452,1,-1.39926457700325,"F"
"G1779","D",173,20,"value_1_1","value_2_2","stimul",NA,4221,7,0.747698628933034,"F"
"G1779","F",278,28,NA,NA,"filler","bad",2323,1,-1.39926457700325,"F"
"G1779","D",45,5,"value_1_3","value_2_3","stimul",NA,3987,7,0.747698628933034,"F"
"G1779","F",279,28,NA,NA,"filler","bad",3401,1,-1.39926457700325,"F"
"G1779","F",280,28,NA,NA,"filler","bad",3294,1,-1.39926457700325,"F"
"G1779","D",117,13,"value_1_3","value_2_3","stimul",NA,5749,7,0.747698628933034,"F"
"G1779","F",281,28,NA,NA,"filler","bad",4203,7,0.747698628933034,"F"
"G1779","D",133,15,"value_1_3","value_2_1","stimul",NA,5599,7,0.747698628933034,"F"
"G1779","F",282,28,NA,NA,"filler","bad",2197,1,-1.39926457700325,"F"
"G1779","F",283,28,NA,NA,"filler","bad",4732,7,0.747698628933034,"F"
"G1779","D",223,25,"value_1_3","value_2_1","stimul",NA,4661,7,0.747698628933034,"F"
"G1779","F",284,28,NA,NA,"filler","bad",7393,7,0.747698628933034,"F"
"G1779","D",92,11,"value_1_1","value_2_2","stimul",NA,7441,7,0.747698628933034,"F"
"G1953","F",244,28,NA,NA,"filler","good",5344,1,-0.992155733623637,"F"
"G1953","A",26,3,"value_1_3","value_2_2","stimul",NA,6690,1,-0.992155733623637,"F"
"G1953","F",245,28,NA,NA,"filler","good",6155,1,-0.992155733623637,"F"
"G1953","F",246,28,NA,NA,"filler","good",6457,7,1.16660069777724,"F"
"G1953","A",154,18,"value_1_1","value_2_1","stimul",NA,3478,7,1.16660069777724,"F"
"G1953","F",247,28,NA,NA,"filler","good",3063,7,1.16660069777724,"F"
"G1953","A",73,9,"value_1_1","value_2_1","stimul",NA,3811,7,1.16660069777724,"F"
"G1953","F",248,28,NA,NA,"filler","good",10012,NA,NA,"T"
"G1953","F",249,28,NA,NA,"filler","good",4074,7,1.16660069777724,"F"
"G1953","A",146,17,"value_1_1","value_2_2","stimul",NA,4178,3,-0.27257025649001,"F"
"G1953","F",250,28,NA,NA,"filler","good",5885,3,-0.27257025649001,"F"
"G1953","A",130,15,"value_1_2","value_2_1","stimul",NA,4291,7,1.16660069777724,"F"
"G1953","F",251,28,NA,NA,"filler","good",3848,7,1.16660069777724,"F"
"G1953","F",252,28,NA,NA,"filler","good",4126,4,0.0872224820768032,"F"
"G1953","A",98,11,"value_1_3","value_2_2","stimul",NA,2847,1,-0.992155733623637,"F"
"G1953","F",253,28,NA,NA,"filler","good",4132,7,1.16660069777724,"F"
"G1953","A",58,7,"value_1_2","value_2_1","stimul",NA,5104,7,1.16660069777724,"F"
"G1953","F",254,28,NA,NA,"filler","good",4554,6,0.80680795921043,"F"
"G1953","F",255,28,NA,NA,"filler","good",5093,1,-0.992155733623637,"F"
"G1953","A",114,13,"value_1_2","value_2_3","stimul",NA,5174,7,1.16660069777724,"F"
"G1953","F",256,28,NA,NA,"filler","good",3359,7,1.16660069777724,"F"
"G1953","A",18,2,"value_1_3","value_2_3","stimul",NA,4172,1,-0.992155733623637,"F"
"G1953","F",257,28,NA,NA,"filler","good",3957,1,-0.992155733623637,"F"
"G1953","F",258,28,NA,NA,"filler","good",4811,2,-0.632362995056824,"F"
"G1953","A",34,4,"value_1_3","value_2_1","stimul",NA,5713,6,0.80680795921043,"F"
"G1953","F",259,28,NA,NA,"filler","good",4108,1,-0.992155733623637,"F"
"G1953","A",203,23,"value_1_2","value_2_2","stimul",NA,3804,1,-0.992155733623637,"F"
"G1953","F",260,28,NA,NA,"filler","good",3865,7,1.16660069777724,"F"
"G1953","F",261,28,NA,NA,"filler","good",5082,1,-0.992155733623637,"F"
"G1953","A",42,5,"value_1_2","value_2_3","stimul",NA,4046,7,1.16660069777724,"F"
"G1953","F",262,28,NA,NA,"filler","good",3563,6,0.80680795921043,"F"
"G1953","A",50,6,"value_1_2","value_2_2","stimul",NA,4682,2,-0.632362995056824,"F"
"G1953","F",263,28,NA,NA,"filler","good",4882,6,0.80680795921043,"F"
"G1953","F",264,28,NA,NA,"filler","bad",6400,2,-0.632362995056824,"F"
"G1953","A",65,8,"value_1_1","value_2_2","stimul",NA,5872,2,-0.632362995056824,"F"
"G1953","F",265,28,NA,NA,"filler","bad",5919,1,-0.992155733623637,"F"
"G1953","A",187,21,"value_1_3","value_2_1","stimul",NA,6268,7,1.16660069777724,"F"
"G1953","F",266,28,NA,NA,"filler","bad",3424,1,-0.992155733623637,"F"
"G1953","F",267,28,NA,NA,"filler","bad",4578,1,-0.992155733623637,"F"
"G1953","A",195,22,"value_1_2","value_2_3","stimul",NA,6485,2,-0.632362995056824,"F"
"G1953","F",268,28,NA,NA,"filler","bad",2970,1,-0.992155733623637,"F"
"G1953","A",106,12,"value_1_3","value_2_1","stimul",NA,10009,NA,NA,"T"
"G1953","F",269,28,NA,NA,"filler","bad",5091,1,-0.992155733623637,"F"
"G1953","F",270,28,NA,NA,"filler","bad",5963,2,-0.632362995056824,"F"
"G1953","A",138,16,"value_1_1","value_2_3","stimul",NA,4279,2,-0.632362995056824,"F"
"G1953","F",271,28,NA,NA,"filler","bad",3630,1,-0.992155733623637,"F"
"G1953","A",90,10,"value_1_3","value_2_3","stimul",NA,3814,1,-0.992155733623637,"F"
"G1953","F",272,28,NA,NA,"filler","bad",7080,7,1.16660069777724,"F"
"G1953","F",273,28,NA,NA,"filler","bad",3293,1,-0.992155733623637,"F"
"G1953","A",1,1,"value_1_1","value_2_1","stimul",NA,4996,7,1.16660069777724,"F"
"G1953","F",274,28,NA,NA,"filler","bad",2697,1,-0.992155733623637,"F"
"G1953","A",211,24,"value_1_2","value_2_1","stimul",NA,2843,7,1.16660069777724,"F"
"G1953","F",275,28,NA,NA,"filler","bad",2716,1,-0.992155733623637,"F"
"G1953","F",276,28,NA,NA,"filler","bad",8024,1,-0.992155733623637,"F"
"G1953","A",228,26,"value_1_1","value_2_3","stimul",NA,3862,7,1.16660069777724,"F"
"G1953","F",277,28,NA,NA,"filler","bad",4068,1,-0.992155733623637,"F"
"G1953","A",220,25,"value_1_2","value_2_1","stimul",NA,5469,7,1.16660069777724,"F"
"G1953","F",278,28,NA,NA,"filler","bad",2941,1,-0.992155733623637,"F"
"G1953","F",279,28,NA,NA,"filler","bad",3066,1,-0.992155733623637,"F"
"G1953","A",171,19,"value_1_3","value_2_3","stimul",NA,6677,7,1.16660069777724,"F"
"G1953","F",280,28,NA,NA,"filler","bad",4541,1,-0.992155733623637,"F"
"G1953","A",179,20,"value_1_3","value_2_2","stimul",NA,3784,1,-0.992155733623637,"F"
"G1953","F",281,28,NA,NA,"filler","bad",3898,7,1.16660069777724,"F"
"G1953","F",282,28,NA,NA,"filler","bad",4127,1,-0.992155733623637,"F"
"G1953","A",236,27,"value_1_1","value_2_2","stimul",NA,5115,7,1.16660069777724,"F"
"G1953","F",283,28,NA,NA,"filler","bad",4193,5,0.447015220643617,"F"
"G1953","A",122,14,"value_1_2","value_2_2","stimul",NA,6288,7,1.16660069777724,"F"
"G1953","F",284,28,NA,NA,"filler","bad",2821,7,1.16660069777724,"F"
"G2367","F",244,28,NA,NA,"filler","good",3127,3,0,"F"
"G2367","F",245,28,NA,NA,"filler","good",4535,2,-0.536924844171219,"F"
"G2367","B",59,7,"value_1_2","value_2_2","stimul",NA,6137,4,0.536924844171219,"F"
"G2367","F",246,28,NA,NA,"filler","good",3104,3,0,"F"
"G2367","F",247,28,NA,NA,"filler","good",3842,6,1.61077453251366,"F"
"G2367","B",107,12,"value_1_3","value_2_2","stimul",NA,3985,1,-1.07384968834244,"F"
"G2367","F",248,28,NA,NA,"filler","good",5612,6,1.61077453251366,"F"
"G2367","B",180,20,"value_1_3","value_2_3","stimul",NA,10911,NA,NA,"T"
"G2367","F",249,28,NA,NA,"filler","good",8117,5,1.07384968834244,"F"
"G2367","F",250,28,NA,NA,"filler","good",4378,4,0.536924844171219,"F"
"G2367","B",188,21,"value_1_3","value_2_2","stimul",NA,2618,1,-1.07384968834244,"F"
"G2367","F",251,28,NA,NA,"filler","good",2734,6,1.61077453251366,"F"
"G2367","B",139,16,"value_1_2","value_2_1","stimul",NA,4288,5,1.07384968834244,"F"
"G2367","F",252,28,NA,NA,"filler","good",2846,5,1.07384968834244,"F"
"G2367","F",253,28,NA,NA,"filler","good",4618,4,0.536924844171219,"F"
"G2367","B",82,10,"value_1_1","value_2_1","stimul",NA,2508,1,-1.07384968834244,"F"
"G2367","F",254,28,NA,NA,"filler","good",4403,6,1.61077453251366,"F"
"G2367","B",2,1,"value_1_1","value_2_2","stimul",NA,5778,2,-0.536924844171219,"F"
"G2367","F",255,28,NA,NA,"filler","good",4492,2,-0.536924844171219,"F"
"G2367","F",256,28,NA,NA,"filler","good",2140,5,1.07384968834244,"F"
"G2367","B",123,14,"value_1_2","value_2_3","stimul",NA,4087,4,0.536924844171219,"F"
"G2367","F",257,28,NA,NA,"filler","good",4199,6,1.61077453251366,"F"
"G2367","B",196,22,"value_1_3","value_2_1","stimul",NA,3511,2,-0.536924844171219,"F"
"G2367","F",258,28,NA,NA,"filler","good",2409,1,-1.07384968834244,"F"
"G2367","F",259,28,NA,NA,"filler","good",4783,3,0,"F"
"G2367","B",237,27,"value_1_1","value_2_3","stimul",NA,2022,4,0.536924844171219,"F"
"G2367","F",260,28,NA,NA,"filler","good",3824,6,1.61077453251366,"F"
"G2367","B",10,2,"value_1_1","value_2_1","stimul",NA,3618,4,0.536924844171219,"F"
"G2367","F",261,28,NA,NA,"filler","good",3883,3,0,"F"
"G2367","F",262,28,NA,NA,"filler","good",10006,NA,NA,"T"
"G2367","B",74,9,"value_1_1","value_2_2","stimul",NA,2925,3,0,"F"
"G2367","F",263,28,NA,NA,"filler","good",2221,2,-0.536924844171219,"F"
"G2367","B",221,25,"value_1_2","value_2_2","stimul",NA,2913,2,-0.536924844171219,"F"
"G2367","F",264,28,NA,NA,"filler","bad",2991,1,-1.07384968834244,"F"
"G2367","F",265,28,NA,NA,"filler","bad",2669,1,-1.07384968834244,"F"
"G2367","B",51,6,"value_1_2","value_2_3","stimul",NA,1968,6,1.61077453251366,"F"
"G2367","F",266,28,NA,NA,"filler","bad",2624,1,-1.07384968834244,"F"
"G2367","B",204,23,"value_1_2","value_2_3","stimul",NA,2466,4,0.536924844171219,"F"
"G2367","F",267,28,NA,NA,"filler","bad",10322,NA,NA,"T"
"G2367","F",268,28,NA,NA,"filler","bad",4390,2,-0.536924844171219,"F"
